1	  color 																																																														
2	  version 	  part 	  howev 	  hair 	  prefer 	  volum 	  hair 																																																								
3	  dy 	  hair 	  fuller 	  scent 	  pleasant 	  version 	  improv 																																																								
4	  product 	  year 	  choic 	  gettibg 	  hair 	  retain 	  luster 	  week 	  sinc 	  look 	  stay 	  product 	  see 	  result 																																																	
5	  work 	  happi 	  others 																																																												
6	  love 	  use 	  thank 																																																												
7	  love 	  shampooconditioner 	  use 	  color 	  treat 	  hair 	  hair 	  greasi 	  feel 	  brand 	  product 	  anyon 	  color 	  hair 	  amaz 	  brand 	  panten 																																														
562	  share 	  use 	  shampoo 	  conditioner 	  sinc 	  hair 	  greasy 	  cocunt 	  smell 	  plea 	  month 	  whoever 	  idea 	  chang 	  smell 	  use 	  see 	  scienc 	  experi 																																												
563	  use 	  disappoint 	  formula 	  formula 	  fact 	  store 	  refil 	  formula 	  shelf 	  decid 	  try 	  hair 	  greasi 	  complet 	  shock 	  disappointment 	  product 																																														
564	  shampoo 	  care 	  shampoo 	  conditioner 	  hair 	  smell 	  use 	  hair 	  formula 	  scent 	  sinc 	  use 	  hair 	  use 	  formula 	  hair 	  greasy 	  formula 	  scent 	  shampoo 	  im 	  disappoint 																																									
565	  use 	  dandruff 	  care 	  shampoo 	  brand 																																																										
566	  gem 	  absolut 	  love 	  shampoo 	  conditioner 	  part 	  phenomenal 	  hair 	  hair 	  formula 	  complet 	  woman 	  product 	  hair 	  product 	  greatsmel 	  shampoo 																																														
567	  formula 	  formula 	  everyon 	  $ 	  section 	  discov 	  found 	  dream 	  shampoo 	  hair 	  healthi 	  feel 	  thing 	  past 	  march 	  year 	  mustv 	  NNP 	  formula 	  hair 	  feel 	  greasi 	  hour 	  buy 	  clarifi 	  shampoo 	  use 	  remov 	  buildup 	  product 	  hair 	  customer 	  formula 																														
568	  realli 	  bottl 	  improv 	  hair 	  caus 	  dri 	  scalp 	  irritation 	  plea 	  formula 																																																					
569	  fan 	  scent 	  chang 	  shampoo 	  conditioner 	  day 	  miss 	  scent 																																																							
570	  iv 	  formula 	  particularli 	  shampoo 	  condition 	  purchas 	  year 	  review 	  hope 	  happens 	  forc 	  shop 	  differ 	  brand 	  formula 	  stand 	  shampoo 	  conditioner 																																													
571	  version 	  dandruff 	  reason 	  smelt 	  everyth 	  perfect 	  p 	  use 	  length 	  shampoo 	  conditioner 	  store 	  bottl 	  cant 	  smelltheyv 	  custom 																																															
572	  use 	  terribl 	  ruin 	  hair 	  saviour 																																																										
573	  time 	  day 	  pain 	  zit 	  typic 	  person 	  zit 	  face 	  breakout 																																																						
574	  iv 	  user 	  shampoo 	  extrem 	  disappoint 	  formula 	  formula 	  fantast 	  scent 	  scent 	  migraine 	  scent 	  factor 	  hair 	  product 	  version 	  heavili 	  scent 	  intoler 	  formula 	  day 	  formula 	  hair 	  heavi 	  plea 	  bring 	  formula 	  otherwis 	  customer 																																		
575	  formulai 	  use 	  condition 	  religi 	  sinc 	  reason 	  scent 	  comment 	  hair 	  scent 	  look 	  differ 	  brand 																																																		
576	  use 	  total 	  care 	  formula 	  scent 	  plea 	  option 	  purchase 																																																							
577	  use 	  love 	  line 	  formula 	  head 	  itch 	  non 	  stop 																																																							
578	  use 	  favorit 	  shampoo 	  conditioner 	  feel 	  walk 	  salon 	  hair 	  time 	  day 	  smell 	  repli 	  hair 	  formula 	  scent 	  instantli 	  difference 	  hair 	  look 	  greasi 	  scent 	  iv 	  switch 	  shampoo 	  sinc 	  cant 	  hair 	  smell 	  shampoo 	  plea 	  bring 																																
579	  coconut 	  formula 	  sever 	  year 	  peopl 	  way 	  hair 	  time 	  formula 	  hair 	  im 	  tri 	  shampoo 	  happi 																																																	
580	  disappoint 	  scent 	  origin 	  scent 	  highli 	  plea 	  bring 	  formula 																																																							
581	  realli 	  brand 	  product 	  use 	  grail 	  use 	  everybody 	  scent 	  formula 	  honestli 	  wash 	  hair 	  day 	  greasi 	  hair 	  anyth 	  shower 	  person 	  hair 	  feel 	  buy 	  brand 	  formula 	  scent 																																							
582	  realli 	  coconut 	  plea 	  bring 	  scent 	  smell 	  condition 	  discov 	  smell 	  chang 	  realli 	  disappoint 	  smell 	  wonder 	  scent 																																																
583	  pain 	  coconut 	  plea 	  bring 	  scent 	  smell 	  condition 	  discov 	  smell 	  chang 	  realli 	  disappoint 	  smell 	  wonder 	  scent 																																																
584	  hate 	  review 	  sinc 	  use 	  product 	  use 	  condition 	  solv 	  dri 	  scalp 	  dandruff 	  hair 	  smell 	  use 	  product 	  year 	  formula 	  dandruff 	  hair 	  scalp 	  plea 	  bring 	  formula 	  avail 	  read 	  people 	  im 	  person 	  chang 	  product 	  im 																																
585	  use 	  review 	  year 	  brand 	  star 	  formula 	  smell 	  vibrant 	  smell 	  crazi 	  month 	  chang 	  hair 	  wash 	  bottl 	  frizz 	  control 	  formula 	  world 	  differ 																																											
586	  total 	  total 	  care 	  condition 	  everi 	  sinc 	  plea 	  product 	  light 	  smelli 	  formula 	  hair 	  fragranc 	  horrible 																																																	
587	  use 	  care 	  hair 	  smell 	  NNP 	  formula 	  hair 	  healthi 	  disappoint 	  ill 	  shop 	  differ 	  head 	  itch 	  day 	  formula 	  dandruff 	  bunch 	  bloody 	  dot 	  head 	  brand 	  change 																																								
588	  formula 	  shampoo 	  sinc 	  formula 	  batch 	  happi 	  change 	  greasi 	  search 	  formula 	  brand 																																																				
589	  use 	  scent 	  hair 	  wish 	  formula 	  want 	  buy 																																																								
590	  use 	  product 	  formula 	  dont 	  care 	  smell 	  hair 	  heavi 	  didnt 	  wash 																																																					
591	  formula 	  love 	  product 	  hair 	  formula 	  weight 	  hair 	  oili 	  smell 	  bath 	  tan 	  lotion 	  plea 	  bring 	  formula 																																																
592	  scalp 	  dri 	  hair 	  year 	  use 	  product 	  promot 	  chang 	  ingredient 																																																						
593	  receiv 	  hair 	  therapy 	  balm 	  product 	  use 	  time 	  wax 	  thing 	  hair 	  product 	  yesterday 	  time 	  hair 	  time 	  hour 	  get 	  success 	  wax 	  thing 	  product 	  hair 	  hair 	  realli 	  hair 	  product 	  understand 	  hair 	  plea 	  scalp 	  therapy 																																
594	  product 	  sampl 	  shampoo 	  smell 	  product 	  day 	  head 	  scalp 	  scabbi 	  spot 	  sensit 	  problem 	  shampoo 	  reason 	  reaction 	  review 	  part 	  promotion 																																													
595	  love 	  get 	  container 	  hair 	  thing 	  awaybut 	  remaind 	  conditioner 																																																							
596	  use 	  smell 	  product 	  wash 	  hair 	  afternoon 	  hair 																																																								
597	  use 	  hair 	  care 	  year 	  formula 	  hate 	  shampoo 																																																								
598	  use 	  use 	  origin 	  condition 	  believ 	  hair 	  abl 	  dri 	  scalp 	  formula 	  day 	  scalp 	  dandruff 	  plea 	  formula 	  sake 	  brand 	  dissatisfi 	  customer 																																												
599	  use 	  love 	  shampoo 	  chang 	  formula 	  care 	  scent 	  hair 	  thing 	  chang 	  hair 	  plea 	  review 	  formula 	  substitut 	  formula 	  shampoo 	  conditioner 																																													
600	  product 	  bounci 	  hair 	  confus 	  shampoo 	  switch 	  daughter 	  promptli 	  return 	  oili 	  wash 	  someth 	  plea 																																																		
601	  shampoo 	  time 	  milk 	  product 	  store 	  disappoint 	  c 	  daughter 	  use 	  care 	  care 	  ad 	  coconut 	  milk 	  scent 	  plea 	  bring 	  product 	  shampoo 	  conditioner 	  anymor 	  find 	  ratio 	  g 	  base 	  origin 	  product 																																				
602	  start 	  holi 	  grail 	  chang 	  ad 	  shampoo 	  thing 	  work 	  found 	  someth 	  work 	  greasi 	  hair 	  hair 	  manag 	  style 	  work 	  use 																																													
603	  formula 	  use 	  year 	  search 	  type 	  use 	  use 	  luck 	  volum 	  condition 	  shampoo 	  iv 	  hair 	  use 	  volum 	  shampoo 	  conditioner 	  disappoint 	  someon 	  fine 	  hair 	  need 	  moisture 	  hydration 	  tri 	  color 	  heat 	  conquer 	  hair 	  scent 	  help 																																
604	  iv 	  anywher 	  hair 	  day 	  formula 	  smell 	  freshli 	  end 	  day 	  day 	  end 	  shampoocondition 	  formula 	  contain 	  cactus 	  berri 	  hair 	  shampoocondition 	  hair 	  choos 	  use 	  formula 	  year 	  thing 	  hair 	  beauti 	  extrem 	  formula 	  formula 	  hair 	  sad 																																
605	  product 	  use 	  condition 	  year 	  formula 	  becam 	  complet 	  allerg 	  rash 	  head 	  toe 	  rash 	  rais 	  plea 	  know 	  watch 	  thank 	  advanc 																																													
606	  use 	  look 	  decid 	  dollar 	  sampl 	  thing 	  thing 	  hair 	  peopl 	  thing 	  fragrance 	  use 	  look 	  wash 																																																	
607	  use 	  love 	  shampoo 	  chang 	  formula 	  care 	  scent 	  hair 	  thing 	  chang 	  hair 	  plea 	  review 	  formula 	  substitut 	  formula 	  shampoo 	  conditioner 																																													
608	  formula 	  bounci 	  hair 	  confus 	  shampoo 	  switch 	  daughter 	  promptli 	  return 	  oili 	  wash 	  someth 	  plea 																																																		
609	  start 	  anywher 	  hair 	  day 	  formula 	  smell 	  freshli 	  end 	  day 	  day 	  end 	  shampoocondition 	  formula 	  contain 	  cactus 	  berri 	  hair 	  shampoocondition 	  hair 	  choos 	  use 	  formula 	  year 	  thing 	  hair 	  beauti 	  extrem 	  formula 	  formula 	  hair 	  sad 																																
610	  use 	  use 	  year 	  search 	  type 	  use 	  use 	  luck 	  volum 	  condition 	  shampoo 	  iv 	  hair 	  use 	  volum 	  shampoo 	  conditioner 	  disappoint 	  someon 	  fine 	  hair 	  need 	  moisture 	  hydration 	  tri 	  color 	  heat 	  conquer 	  hair 	  scent 	  help 																																
611	  love 	  use 	  origin 	  condition 	  believ 	  hair 	  abl 	  dri 	  scalp 	  formula 	  day 	  scalp 	  dandruff 	  plea 	  formula 	  sake 	  brand 	  dissatisfi 	  customer 																																												
612	  use 	  smell 	  product 	  wash 	  hair 	  afternoon 	  hair 																																																								
613	  time 	  hair 	  care 	  year 	  formula 	  hate 	  shampoo 																																																								
614	  start 	  night 	  husband 	  walk 	  bedroom 	  smell 	  way 	  garage 	  shampoo 	  fragranc 	  haircare 	  notch 	  scent 																																																		
615	  use 	  use 	  condition 	  week 	  flake 	  life 	  freak 	  bit 	  thing 	  hair 	  care 	  routin 	  chang 	  shampoo 	  conditioner 	  figur 	  stop 	  use 	  use 	  head 	  week 	  shampoo 	  immedi 	  hair 	  coupl 	  month 	  tri 	  lot 	  day 	  side 	  mayb 																																
616	  product 	  year 	  hair 	  guy 	  chang 	  scent 	  dissapoint 	  way 	  order 																																																						
617	  product 	  sinc 	  scent 	  product 																																																											
618	  scalp 	  hair 	  review 	  part 	  promotion 																																																										
619	  use 	  shampoo 	  shampoo 	  scalp 	  itch 	  suppos 	  hair 	  guess 	  ill 	  tri 	  shampoo 	  leav 	  hair 	  shiney 	  wash 	  blow 	  drying 																																														
620	  happi 	  year 	  hair 	  guy 	  chang 	  scent 	  dissapoint 	  way 	  order 																																																						
621	  formulasmell 	  version 	  write 	  scent 	  wasnt 	  store 	  mani 	  day 	  plea 	  formula 																																																					
622	  use 	  origin 	  smell 	  peopl 	  wear 	  hair 	  product 	  store 	  friend 																																																						
623	  receiv 	  favorit 	  condition 	  iv 	  stop 	  purchas 	  brand 	  plea 	  bring 	  backi 	  ask 	  favor 																																																			
624	  happili 	  product 	  smell 	  el 	  market 	  disappoint 	  smell 	  plea 	  bring 	  smell 																																																					
625	  love 	  purchas 	  care 	  tri 	  form 	  product 	  design 	  bottl 	  prevent 	  easili 	  get 	  grip 	  underneath 	  grab 	  bottl 	  ketchup 	  hand 	  inconveni 	  product 	  remark 																																											
626	  use 	  shampoo 	  year 	  help 	  lock 	  prone 	  knot 	  remember 	  smell 	  fact 	  peopl 	  year 	  hair 	  confid 	  boost 	  formula 	  believ 	  trust 	  favorit 	  brand 	  mani 	  benefit 	  hair 	  brush 	  start 	  use 	  disappoint 	  downgrade 	  coconut 	  mix 	  ingredi 																																
627	  happi 	  favorit 	  condition 	  iv 	  stop 	  purchas 	  brand 	  plea 	  bring 	  backi 	  ask 	  favor 																																																			
628	  formulasmell 	  version 	  write 	  scent 	  wasnt 	  store 	  mani 	  day 	  plea 	  formula 																																																					
629	  love 	  origin 	  smell 	  peopl 	  wear 	  hair 	  product 	  store 	  friend 																																																						
630	  product 	  shampoo 	  year 	  help 	  lock 	  prone 	  knot 	  remember 	  smell 	  fact 	  peopl 	  year 	  hair 	  confid 	  boost 	  formula 	  believ 	  trust 	  favorit 	  brand 	  mani 	  benefit 	  hair 	  brush 	  start 	  use 	  disappoint 	  downgrade 	  coconut 	  mix 	  ingredi 																																
631	  product 	  hair 	  review 	  part 	  promotion 																																																										
632	  iv 	  sinc 	  scent 	  product 																																																											
633	  shampoo 	  use 	  product 	  month 	  honestli 	  hair 	  hair 	  regularli 	  problem 	  use 	  sauve 	  hair 	  look 	  flawless 	  brand 	  sauv 	  think 	  product 	  time 	  usage 																																											
634	  condtion 	  job 	  scalp 	  hair 	  run 	  hand 	  hair 	  feel 	  condit 	  dri 	  hair 	  review 	  part 	  promotion 																																																	
635	  hair 	  feel 	  msnageabl 	  part 	  promotion 																																																										
636	  hair 	  dont 	  itch 	  product 	  review 	  part 	  promotion 																																																								
637	  realli 	  recommend 	  everyone 	  review 	  part 	  promotion 																																																									
638	  product 	  conditioner 	  work 	  tangl 	  condition 	  get 	  hair 	  shampoo 	  leav 	  hair 	  agre 	  get 	  product 	  bottl 	  review 	  part 	  promotion 																																														
639	  thing 	  alway 	  work 	  hair 	  disappoint 	  fragrance 	  scent 																																																								
640	  honesti 	  product 	  way 	  wa 	  hair 	  amaz 	  smell 	  compliment 	  hope 	  reconsid 	  goe 	  wa 																																																			
641	  love 	  smell 	  shampoo 	  hair 	  chang 	  scent 	  im 	  look 	  scent 	  realli 	  chang 	  scent 																																																			
642	  shampoo 	  smell 	  day 	  shampoo 	  realli 	  witch 	  condion 	  hair 	  review 	  part 	  promotion 																																																				
643	  coconut 	  job 	  scalp 	  hair 	  run 	  hand 	  hair 	  feel 	  condit 	  dri 	  hair 	  review 	  part 	  promotion 																																																	
644	  shampoo 	  origion 	  brand 																																																												
645	  condition 	  sinc 	  discov 	  year 	  shampoo 	  balanc 	  hydrat 	  hair 	  make 	  oili 	  goldilock 	  act 	  hair 	  chang 	  formula 	  ad 	  coconut 	  oil 	  hair 	  drier 	  problem 	  fix 	  condition 	  perfect 	  balanc 																																						
646	  product 	  shelf 	  thing 	  fragrance 	  reevalu 	  formula 	  thank 																																																								
647	  care 	  use 	  smell 	  hair 	  time 	  coconut 	  milk 	  chang 	  smell 	  smell 	  coconut 	  plea 	  formula 	  chang 	  product 	  leav 																																															
648	  clean 	  origin 	  kind 	  coconut 	  milk 	  scent 	  get 	  find 	  buy 	  help 	  hair 	  plea 	  help 																																																		
649	  care 	  well 																																																													
650	  product 	  origin 	  kind 	  coconut 	  milk 	  scent 	  get 	  find 	  buy 	  help 	  hair 	  plea 	  help 																																																		
651	  condition 	  time 	  money 	  thnak 																																																											
652	  clean 	  shelf 	  thing 	  fragrance 	  reevalu 	  formula 	  thank 																																																								
653	  product 	  well 																																																													
654	  coconut 	  use 	  smell 	  hair 	  time 	  coconut 	  milk 	  chang 	  smell 	  smell 	  coconut 	  plea 	  formula 	  chang 	  product 	  leav 																																															
655	  shampoo 	  origion 	  brand 																																																												
656	  condtion 	  sinc 	  discov 	  year 	  shampoo 	  balanc 	  hydrat 	  hair 	  make 	  oili 	  goldilock 	  act 	  hair 	  chang 	  formula 	  ad 	  coconut 	  oil 	  hair 	  drier 	  problem 	  fix 	  condition 	  perfect 	  balanc 																																						
657	  love 	  feel 	  msnageabl 	  part 	  promotion 																																																										
658	  honesti 	  smell 	  day 	  shampoo 	  realli 	  witch 	  condion 	  hair 	  review 	  part 	  promotion 																																																				
659	  hair 	  smell 	  shampoo 	  hair 	  chang 	  scent 	  im 	  look 	  scent 	  realli 	  chang 	  scent 																																																			
660	  realli 	  dont 	  itch 	  product 	  review 	  part 	  promotion 																																																								
661	  shampoo 	  conditioner 	  work 	  tangl 	  condition 	  get 	  hair 	  shampoo 	  leav 	  hair 	  agre 	  get 	  product 	  bottl 	  review 	  part 	  promotion 																																														
662	  get 	  conditioner 	  use 	  use 	  garnier 	  fructi 	  shine 	  use 	  garnier 	  hair 	  hair 	  use 	  peopl 	  compliment 	  hair 	  smooth 	  brand 																																														
663	  product 	  condition 	  bottl 	  squeez 																																																											
664	  love 	  hate 	  bottl 	  get 	  wish 	  bottle 																																																									
665	  shampoo 	  work 	  hair 	  scent 	  miss 	  scent 	  use 	  sinc 	  scent 	  awesom 																																																					
666	  hair 	  work 	  shampoo 	  seborrh 	  psoriasis 	  smell 	  recommend 																																																								
667	  chanc 	  shine 	  fall 	  iv 	  hand 	  thank 	  opportun 	  tri 	  review 	  part 	  promotion 																																																				
668	  love 	  product 	  love 	  hair 	  shine 	  im 	  product 	  review 	  part 	  promotion 																																																					
669	  realli 	  smell 	  condition 	  hair 	  realli 	  product 	  review 	  part 	  promotion 																																																						
670	  look 	  love 	  smell 	  quit 	  hair 	  purchas 	  part 	  promotion 																																																							
671	  feel 	  feel 	  towel 	  hair 																																																											
672	  product 	  feel 	  bouncy 	  review 	  part 	  promotion 																																																									
673	  hair 	  hair 	  smell 	  review 	  part 	  promotion 																																																									
674	  surpris 	  shine 	  review 	  part 	  promotion 																																																										
675	  start 	  buildup 	  hair 	  scalp 	  manag 	  style 	  hair 	  way 	  feel 	  scent 	  part 	  promotion 																																																			
676	  realli 	  use 	  product 	  hair 	  repair 	  hair 	  way 	  scalp 	  feel 	  help 	  itch 	  scalp 	  hair 	  care 	  product 	  review 	  part 	  promotion 																																													
677	  day 	  shampoo 	  conditioner 																																																												
678	  realli 	  hair 	  formula 	  choice 	  love 	  shampoo 	  stuff 																																																								
679	  shampoo 	  care 	  shampoo 	  hair 	  hair 	  feel 	  use 	  conditioner 	  friend 	  sampl 	  tri 	  exchang 	  review 	  review 	  part 	  promotion 																																															
680	  shampoo 	  smell 	  realli 	  use 	  lot 	  hair 	  abl 	  detangl 	  hair 	  scent 	  hair 	  review 	  part 	  promotion 																																																	
681	  fragrance 	  condition 	  coconut 	  milk 	  sud 	  easi 	  condition 	  stockpil 	  sever 	  time 	  walmart 																																																				
682	  feel 	  scalp 	  remaind 	  day 	  winter 	  hair 	  dri 	  stuff 	  review 	  part 	  promotion 																																																				
683	  realli 	  conditioner 	  feel 	  thing 	  hair 	  use 	  week 	  realli 	  hair 	  manag 	  review 	  part 	  promotion 																																																		
684	  relax 	  name 	  hair 	  dirt 	  oil 	  condition 	  light 	  product 	  review 	  part 	  promotion 																																																				
685	  reason 	  hair 	  leav 	  hair 	  product 	  flake 	  day 	  afterwards 	  review 	  part 	  promotion 																																																				
686	  daughter 	  scalp 	  dri 	  winter 	  use 	  problem 	  itchy 	  dri 	  son 	  pretti 	  hair 	  review 	  part 	  promotion 																																																	
687	  love 	  love 	  shampoo 	  conditioner 	  hair 	  dri 	  brittl 	  use 	  wonder 	  grow 	  discontinu 																																																				
688	  shampoo 	  work 	  hair 	  scent 	  miss 	  scent 	  use 	  sinc 	  scent 	  awesom 																																																					
689	  im 	  healthi 	  scalp 																																																												
690	  know 	  extrem 	  picki 	  hair 	  refus 	  use 	  care 	  hair 	  iv 	  use 	  product 	  year 	  everyon 	  industri 	  actuali 	  use 	  im 	  happi 																																													
691	  life 	  product 	  pour 	  shampoo 	  believ 	  thick 	  wa 	  shampoo 	  feel 	  easi 	  manage 	  condition 	  hair 	  scalp 	  use 	  product 	  itch 	  review 	  part 	  promotion 																																											
692	  scalp 	  healthi 	  hair 	  year 	  stress 	  time 	  hormonalendocrineautoimmun 	  issuesa 	  recip 	  disast 	  hair 	  half 	  hair 	  month 	  time 	  poker 	  straight 	  stringy 	  oili 	  start 	  volum 	  shampoo 	  time 	  life 	  caus 	  scalp 	  dri 	  woman 	  appearance 	  state 	  hair 																																
693	  receiv 	  sensit 	  skin 	  hair 	  stay 	  conditioner 	  suppos 	  use 	  condition 	  scalp 	  work 	  product 	  tell 	  end 	  hair 	  look 	  product 	  review 	  part 	  promotion 																																											
694	  hair 	  problem 	  anxieti 	  psoriasis 	  use 	  area 	  dri 	  hair 	  feel 	  smell 	  product 	  hair 	  bless 	  part 	  promotion 																																																
695	  work 	  care 	  chanc 	  tri 	  product 	  sample 	  smell 	  hair 	  daughter 	  love 	  shampoo 	  condition 	  chanc 	  tri 	  care 	  shampoo 	  customer 																																														
696	  size 	  dri 	  scalp 	  head 	  shoulder 	  store 	  brand 																																																								
697	  shampoo 	  trial 	  shampoo 	  condition 	  system 	  hair 	  scalp 	  dri 	  flaki 	  wev 	  record 	  humidity 	  anyth 	  help 	  im 	  love 	  plan 	  bottle 	  review 	  part 																																											
698	  product 	  formula 	  iv 	  use 	  year 	  love 	  smell 	  overwhelm 	  hair 	  day 	  hair 	  natur 	  heat 	  chang 	  highli 	  recommend 																																															
699	  love 	  suffer 	  dandruff 	  life 	  tri 	  product 	  sampl 	  week 	  dandruff 	  recommend 	  mani 	  peopl 	  convert 	  use 	  shampoo 	  conditioner 																																															
700	  use 																																																														
701	  daughter 	  year 	  day 	  product 	  cannot 	  anyth 	  milk 	  formula 	  coconut 	  suggest 																																																					
702	  care 	  suffer 	  occasion 	  flake 	  allergy 	  allerg 	  mani 	  dye 	  fragrance 	  preserv 	  person 	  care 	  item 	  sensit 	  shampoo 	  conditioner 	  hair 	  allergi 	  hair 	  product 	  beauti 	  hair 	  product 	  care 	  line 	  condition 	  reaction 	  hair 	  itchies 	  color 	  maintain 																																
703	  shampoo 	  shampoo 	  conditioner 	  greasi 	  root 																																																										
704	  year 	  curli 	  hair 	  week 	  week 	  condition 	  goe 	  pari 	  heat 	  protectant 	  hair 	  wash 	  thank 																																																		
705	  tri 	  hair 	  shoulder 	  length 	  start 	  use 	  end 	  love 	  product 																																																						
706	  product 	  total 	  care 	  condition 	  sampl 	  difference 	  curli 	  hair 	  color 	  treat 	  tendenc 	  tangl 	  total 	  care 	  condition 	  milk 	  manag 	  wash 	  continu 	  review 	  promotion 																																										
707	  use 	  hair 	  review 	  part 	  promotion 																																																										
708	  work 	  shampoo 	  condition 	  year 	  product 	  husband 	  use 	  man 	  love 	  product 	  sister 	  friend 																																																			
709	  realli 	  anymor 	  review 	  chang 	  formula 	  condition 	  care 	  dandruff 	  month 	  appar 	  store 	  insane 	  readi 	  head 	  day 	  condition 	  hair 	  fluffy 	  start 	  fall 	  im 																																										
710	  realli 	  shampoo 	  conditioner 																																																												
711	  love 	  product 	  realli 	  hair 	  thank 	  product 	  product 	  anyon 	  awesom 																																																						
712	  end 	  love 	  shampoo 	  iv 	  use 	  smell 	  day 																																																								
713	  condition 	  shiny 	  use 	  shampoo 	  condition 	  lead 	  brand 	  hair 	  care 	  condition 	  hair 	  plu 	  smell 	  day 	  hair 	  fulli 	  brand 																																														
714	  pretti 	  store 	  reason 	  price 																																																											
715	  use 	  plea 	  product 	  hair 	  use 	  version 	  frizzi 	  hair 	  job 	  smell 	  shampoo 	  review 	  cant 	  condition 	  bottle 	  realli 	  theyll 	  eventu 	  fix 	  problem 																																											
716	  start 	  condition 	  month 	  hairdress 	  supplier 	  tri 	  oil 	  condition 	  result 	  frizz 	  control 	  detangle 	  shine 	  happi 	  result 	  wait 	  style 	  product 	  curli 	  hair 	  line 	  style 	  product 																																								
717	  switch 	  use 	  damagedcolor 	  treat 	  hair 	  condition 	  realli 	  vacat 	  size 	  bottl 	  care 	  line 	  way 	  hair 	  shiney 	  tell 																																															
718	  product 	  use 	  condition 	  sole 	  use 	  total 	  care 	  countri 	  stock 	  time 	  state 	  ensur 	  issu 	  dri 	  scalp 	  hooray 																																															
719	  friend 	  complaint 	  condition 	  squeez 	  condition 	  heavi 	  duty 	  bit 	  get 	  product 																																																					
720	  iv 	  scalp 	  hair 	  smell 																																																											
721	  hair 	  use 	  wow 	  hair 	  bouncy 	  hope 	  continu 	  work 																																																							
722	  pretti 	  silki 	  buildup 	  compar 	  higherend 	  salon 	  brand 	  amaz 	  everyday 	  use 																																																					
723	  shampoo 	  hair 	  care 	  product 	  friend 	  tri 	  gimmick 	  see 	  result 	  hair 	  decid 	  try 	  healthi 	  hair 	  scalp 	  use 	  keep 	  scalp 	  flake 	  damag 	  shini 	  sinc 	  use 	  saw 	  result 	  day 																																					
724	  hair 	  conditioner 	  hair 	  day 	  hair 	  damage 	  plu 	  dandruff 	  hair 	  look 	  scalp 	  sinc 	  start 	  use 	  product 	  mention 	  shampoo 	  hope 	  use 	  shampoo 	  anyone 																																										
725	  hair 	  year 	  get 	  control 	  doom 	  head 	  hair 	  person 	  pick 	  bottle 	  plea 	  smell 	  look 	  price 	  tag 	  definit 	  try 	  hop 	  shower 	  tri 	  night 	  morning 	  hour 	  hair 	  alreadi 	  regain 	  product 	  wonder 	  work 	  science 	  work 																																
726	  wonder 	  shampoo 	  hair 	  fall 	  place 	  iv 	  use 	  bare 	  strand 	  hair 	  make 	  citreshine 	  el 	  im 	  lol 																																																
727	  tri 	  product 	  hair 	  calm 	  shiner 	  condition 	  super 	  thick 	  love 	  happier 																																																					
728	  use 	  differ 	  brand 	  life 	  changer 	  hair 	  hair 	  hair 	  get 	  root 	  day 	  brand 	  definit 	  difference 	  hair 	  hydrat 	  product 																																														
729	  daughter 	  year 	  day 	  product 	  cannot 	  anyth 	  milk 	  formula 	  coconut 	  suggest 																																																					
730	  year 	  swim 	  swim 	  lesson 	  winter 	  hair 	  realli 	  shampoo 	  work 	  hair 																																																					
731	  product 	  hair 	  shoulder 	  length 	  start 	  use 	  end 	  love 	  product 																																																						
732	  care 	  leav 	  hair 	  silkyl 																																																											
733	  time 	  shampoo 	  conditioner 	  greasi 	  root 																																																										
734	  shampoo 	  itchi 	  tri 	  boat 	  load 	  dandruff 	  dandruff 	  tri 	  shampoo 	  problem 	  itchi 	  scalp 	  start 	  use 	  brand 	  product 	  problem 	  smell 	  love 	  product 																																											
735	  life 	  formula 	  iv 	  use 	  year 	  love 	  smell 	  overwhelm 	  hair 	  day 	  hair 	  natur 	  heat 	  chang 	  highli 	  recommend 																																															
736	  day 	  healthi 	  hair 	  year 	  stress 	  time 	  hormonalendocrineautoimmun 	  issuesa 	  recip 	  disast 	  hair 	  half 	  hair 	  month 	  time 	  poker 	  straight 	  stringy 	  oili 	  start 	  volum 	  shampoo 	  time 	  life 	  caus 	  scalp 	  dri 	  woman 	  appearance 	  state 	  hair 																																
737	  shampoo 	  hair 	  formula 	  choice 	  love 	  shampoo 	  stuff 																																																								
738	  shampoo 	  curli 	  hair 	  week 	  week 	  condition 	  goe 	  pari 	  heat 	  protectant 	  hair 	  wash 	  thank 																																																		
739	  realli 	  smell 	  realli 	  use 	  lot 	  hair 	  abl 	  detangl 	  hair 	  scent 	  hair 	  review 	  part 	  promotion 																																																	
740	  feel 	  love 	  smell 	  quit 	  hair 	  purchas 	  part 	  promotion 																																																							
741	  daughter 	  feel 	  bouncy 	  review 	  part 	  promotion 																																																									
742	  love 	  suffer 	  occasion 	  flake 	  allergy 	  allerg 	  mani 	  dye 	  fragrance 	  preserv 	  person 	  care 	  item 	  sensit 	  shampoo 	  conditioner 	  hair 	  allergi 	  hair 	  product 	  beauti 	  hair 	  product 	  care 	  line 	  condition 	  reaction 	  hair 	  itchies 	  color 	  maintain 																																
743	  product 	  smell 	  condition 	  hair 	  realli 	  product 	  review 	  part 	  promotion 																																																						
744	  product 	  hair 	  review 	  part 	  promotion 																																																										
745	  chanc 	  hair 	  smell 	  review 	  part 	  promotion 																																																									
746	  fragrance 	  product 	  love 	  hair 	  shine 	  im 	  product 	  review 	  part 	  promotion 																																																					
