,Reviews_Lower,POSTag
316,"my hair was wavy/curly and always frizzy due to humidity. i read the bottles for the keratin smooth line and was excited to see that it helped battle frizz. i decided to give it a try. i washed my hair with the shampoo and then used the conditioner, and it is now bone straight. i can't even scrunch it. i am soooo truly upset. will my hair ever curl again i've washed it twice since using the keratin smooth stuff. i only used the stuff one time! and, it did not help with my frizz either. right now, i'm living in a nightmare. i want my curls back!!! i definitely would not recommend this line to anyone.","[('hair', 'NN'), ('wavycurli', 'WRB'), ('alway', 'NN'), ('frizzi', 'NN'), ('due', 'JJ'), ('humidity', 'NN'), ('read', 'VBP'), ('bottl', 'NN'), ('keratin', 'VB'), ('smooth', 'JJ'), ('line', 'NN'), ('excit', 'NN'), ('see', 'VBP'), ('help', 'NN'), ('battl', 'VB'), ('frizz', 'JJ'), ('decid', 'NN'), ('give', 'VBP'), ('try', 'NN'), ('wash', 'NN'), ('hair', 'NN'), ('shampoo', 'NN'), ('use', 'NN'), ('conditioner', 'NN'), ('bone', 'NN'), ('straight', 'VBD'), ('cant', 'JJ'), ('even', 'RB'), ('scrunch', 'VBP'), ('it', 'PRP'), ('soooo', 'JJ'), ('truli', 'JJ'), ('upset', 'VBN'), ('hair', 'NN'), ('ever', 'RB'), ('curl', 'VBZ'), ('iv', 'JJ'), ('wash', 'NN'), ('twice', 'RB'), ('sinc', 'RB'), ('use', 'JJ'), ('keratin', 'FW'), ('smooth', 'JJ'), ('stuff', 'NN'), ('use', 'NN'), ('stuff', 'VBD'), ('one', 'CD'), ('time', 'NN'), ('and', 'CC'), ('help', 'VB'), ('frizz', 'VB'), ('either', 'CC'), ('right', 'RB'), ('now', 'RB'), ('im', 'VBP'), ('live', 'JJ'), ('nightmare', 'NN'), ('want', 'VBP'), ('curl', 'NN'), ('back', 'RB'), ('definit', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('line', 'NN'), ('anyone', 'NN')]"
317,"i changed my shampoo to tresemme keratin shampoo and its conditioner but only to realise it was a real bad idea. my hair has never felt any worse. i have curly hair and after using this product, the feeling is like straw. believing what you promise on your tv commercial, i bought the largest bottle and omg what a waste!!!!!! my hair gives a very oily feel soon after i wash my hair.... sorry guys!!!!! i would definately never reccommend this product...... its real bad!!!!","[('chang', 'NN'), ('shampoo', 'NN'), ('tresemm', 'NN'), ('keratin', 'NN'), ('shampoo', 'JJ'), ('condition', 'NN'), ('realis', 'NN'), ('real', 'JJ'), ('bad', 'JJ'), ('idea', 'NN'), ('hair', 'NN'), ('never', 'RB'), ('felt', 'VBD'), ('worse', 'JJR'), ('curli', 'NN'), ('hair', 'NN'), ('use', 'IN'), ('product', 'NN'), ('feel', 'NN'), ('like', 'IN'), ('straw', 'JJ'), ('believ', 'NN'), ('promis', 'JJ'), ('tv', 'NN'), ('commercial', 'JJ'), ('bought', 'VBD'), ('largest', 'JJS'), ('bottl', 'NN'), ('omg', 'NN'), ('waste', 'NN'), ('hair', 'NN'), ('give', 'VBP'), ('oili', 'NN'), ('feel', 'NN'), ('soon', 'RB'), ('wash', 'JJ'), ('hair', 'NN'), ('sorri', 'NN'), ('guy', 'NN'), ('would', 'MD'), ('defin', 'VB'), ('never', 'RB'), ('reccommend', 'VBP'), ('product', 'NN'), ('real', 'JJ'), ('bad', 'JJ')]"
318,this shampoo/conditioner is great the first day.....not so great the next day. i have very normal hair and can go a day or two without washing. not with this product. i'm very disappointed as this was more expensive than the regular product.,"[('shampoocondition', 'NN'), ('great', 'JJ'), ('first', 'JJ'), ('daynot', 'NN'), ('great', 'JJ'), ('next', 'JJ'), ('day', 'NN'), ('normal', 'JJ'), ('hair', 'NN'), ('go', 'VBP'), ('day', 'NN'), ('two', 'CD'), ('without', 'IN'), ('washing', 'VBG'), ('product', 'NN'), ('im', 'NN'), ('disappoint', 'NN'), ('expens', 'VBZ'), ('regular', 'JJ'), ('product', 'NN')]"
319,"i have had dry frizzy hair for 30 years and tried many products that have failed. before i tried this, i was using tresemme's smooth silky sham/cond plus applying 3x the recommended amount of a leave in salon super skinny serum. it was the best i could find, but on some days it just frizzed and looked bad. then i tried this product and was immediately impressed with performance. my hair was smooth and soft and very manageable. i finally have the soft, healthy looking straight hair i have always wnted. when i put my hair into a ponytail it looks a lot smoother than before. the odor of this product is difficult to deal with the first few days. it smells like cheap hairspray or cheap cologne trying to cover up an even worse smell.. the first time i used it my teenage daughter asked me to crack the window of the car so she didn't have to smell it. but over time we got used to it. i shampoo almost daily and i am now on my 4th bottle of each, shampoo and conditioner, and have consistently had great results. (i still use the super skinny serum).","[('dri', 'NN'), ('frizzi', 'NN'), ('hair', 'NN'), ('year', 'NN'), ('tri', 'NN'), ('mani', 'NNP'), ('product', 'NN'), ('failed', 'VBD'), ('tri', 'NN'), ('this', 'DT'), ('use', 'NN'), ('tresemme', 'VBZ'), ('smooth', 'JJ'), ('silki', 'JJ'), ('shamcond', 'NN'), ('plu', 'NN'), ('appli', 'VBD'), ('3x', 'CD'), ('recommend', 'NN'), ('amount', 'NN'), ('leav', 'NN'), ('salon', 'NN'), ('super', 'NN'), ('skinni', 'NN'), ('serum', 'NN'), ('best', 'JJS'), ('could', 'MD'), ('find', 'VB'), ('day', 'NN'), ('frizz', 'JJ'), ('look', 'NN'), ('bad', 'JJ'), ('tri', 'JJ'), ('product', 'NN'), ('immedi', 'NN'), ('impress', 'JJ'), ('performance', 'NN'), ('hair', 'NN'), ('smooth', 'JJ'), ('soft', 'JJ'), ('manageable', 'JJ'), ('final', 'JJ'), ('soft', 'JJ'), ('healthi', 'NN'), ('look', 'NN'), ('straight', 'VBD'), ('hair', 'NN'), ('alway', 'RB'), ('wnted', 'VBD'), ('put', 'VBD'), ('hair', 'JJ'), ('ponytail', 'JJ'), ('look', 'NN'), ('lot', 'NN'), ('smoother', 'NN'), ('before', 'IN'), ('odor', 'JJ'), ('product', 'NN'), ('difficult', 'JJ'), ('deal', 'NN'), ('first', 'RB'), ('day', 'NN'), ('smell', 'VBP'), ('like', 'IN'), ('cheap', 'JJ'), ('hairspray', 'NN'), ('cheap', 'JJ'), ('cologn', 'NN'), ('tri', 'NN'), ('cover', 'RB'), ('even', 'RB'), ('wors', 'NNS'), ('smell', 'VBP'), ('first', 'JJ'), ('time', 'NN'), ('use', 'NN'), ('teenag', 'NN'), ('daughter', 'NN'), ('ask', 'VBP'), ('crack', 'NN'), ('window', 'NN'), ('car', 'NN'), ('smell', 'NN'), ('it', 'PRP'), ('time', 'NN'), ('got', 'VBD'), ('use', 'IN'), ('it', 'PRP'), ('shampoo', 'VBZ'), ('almost', 'RB'), ('daili', 'JJ'), ('4th', 'CD'), ('bottl', 'NN'), ('each', 'DT'), ('shampoo', 'NN'), ('conditioner', 'NN'), ('consist', 'VBP'), ('great', 'JJ'), ('result', 'NN'), ('i', 'NN'), ('still', 'RB'), ('use', 'VBP'), ('super', 'JJ'), ('skinni', 'NN'), ('serum', 'NN')]"
320,"i have thick hair, and i do like the conditioner, but i need one that will control frizzy hair all day long. it works better than most conditioners i've tried, but i still have fly-away hair. i will continue to look for a conditioner that keeps the fly-away hair smooth all day long.","[('thick', 'JJ'), ('hair', 'NN'), ('like', 'IN'), ('conditioner', 'JJR'), ('need', 'VBP'), ('one', 'CD'), ('control', 'NN'), ('frizzi', 'JJ'), ('hair', 'NN'), ('day', 'NN'), ('long', 'JJ'), ('work', 'NN'), ('better', 'RBR'), ('condition', 'NN'), ('iv', 'NN'), ('tried', 'VBD'), ('still', 'RB'), ('flyaway', 'RB'), ('hair', 'JJ'), ('continu', 'NNS'), ('look', 'VBP'), ('condition', 'NN'), ('keep', 'VB'), ('flyaway', 'JJ'), ('hair', 'JJ'), ('smooth', 'JJ'), ('day', 'NN'), ('long', 'RB')]"
321,it makes my nearly unmanageable hair smooth and soft.,"[('make', 'VB'), ('nearli', 'JJ'), ('unmanag', 'JJ'), ('hair', 'NN'), ('smooth', 'JJ'), ('soft', 'JJ')]"
322,love it,"[('love', 'NN')]"
323,good,"[('good', 'JJ')]"
324,my curls were always crazy and all over the place with frizz... when it was humid out my hair would grow but not in a good way. it would grow up and out! since using this new product my hair has not done that as much. i have to say i am very pleased with my hair. it smells nice and is soft and manageable. i do not have to spend 20-30 minutes trying to 'tame' my hair any more or just pull it back into a pony tail...it already looks good thanks to tresemme's keratin shampoo and conditioning line.,"[('curl', 'NN'), ('alway', 'RB'), ('crazi', 'JJ'), ('place', 'NN'), ('frizz', 'NN'), ('humid', 'JJ'), ('hair', 'NN'), ('would', 'MD'), ('grow', 'VB'), ('good', 'JJ'), ('way', 'NN'), ('would', 'MD'), ('grow', 'VB'), ('out', 'RP'), ('sinc', 'NN'), ('use', 'IN'), ('new', 'JJ'), ('product', 'NN'), ('hair', 'NN'), ('done', 'VBN'), ('much', 'JJ'), ('say', 'VBP'), ('plea', 'NN'), ('hair', 'NN'), ('smell', 'VBP'), ('nice', 'JJ'), ('soft', 'JJ'), ('manageable', 'JJ'), ('spend', 'NN'), ('minut', 'NN'), ('tri', 'NN'), ('tame', 'NN'), ('hair', 'NN'), ('pull', 'VB'), ('back', 'RB'), ('poni', 'JJ'), ('tailit', 'NN'), ('alreadi', 'JJ'), ('look', 'NN'), ('good', 'JJ'), ('thank', 'NN'), ('tresemme', 'NN'), ('keratin', 'NN'), ('shampoo', 'NN'), ('condit', 'NN'), ('line', 'NN')]"
325,"i've used this product for a few months and i love it! though i still do have very frizzy hair. it helps keep my hair smooth, which i love. i only use the conditioner, and not the shampoo so that may be the problem with the frizz. i'm so happy with tresemme that i'm thinking of purchasing their serum. hopefully using the conditioner + serum will help with the frizz. i recommend this product to people with unmanageable hair, and to people who straighten their hair.","[('iv', 'NN'), ('use', 'NN'), ('product', 'NN'), ('month', 'NN'), ('love', 'VBD'), ('it', 'PRP'), ('though', 'IN'), ('still', 'RB'), ('frizzi', 'VBN'), ('hair', 'NN'), ('help', 'NN'), ('keep', 'VB'), ('hair', 'NN'), ('smooth', 'JJ'), ('love', 'NN'), ('use', 'NN'), ('conditioner', 'NN'), ('shampoo', 'NN'), ('may', 'MD'), ('problem', 'NN'), ('frizz', 'VB'), ('im', 'JJ'), ('happi', 'NN'), ('tresemm', 'NN'), ('im', 'NN'), ('think', 'VBP'), ('purchas', 'NNS'), ('serum', 'VBP'), ('hope', 'NN'), ('use', 'NN'), ('condition', 'NN'), ('serum', 'NN'), ('help', 'NN'), ('frizz', 'VB'), ('recommend', 'JJ'), ('product', 'NN'), ('peopl', 'NN'), ('unmanag', 'JJ'), ('hair', 'NN'), ('peopl', 'NNS'), ('straighten', 'VBP'), ('hair', 'NN')]"
326,i bought this condition because i wanted my dry hair to feel soft. this conditioner did exactly that. i also use the shampoo with it. leave the condition in your hair for at least 3 minutes and then wash with cool water after shampooing..you will see great results :) these products also smell fantastic and make your hair smell fantastic,"[('bought', 'VBN'), ('condit', 'NN'), ('want', 'VBP'), ('dri', 'NN'), ('hair', 'NN'), ('feel', 'VB'), ('soft', 'JJ'), ('condition', 'NN'), ('exactli', 'NN'), ('that', 'WDT'), ('also', 'RB'), ('use', 'VBP'), ('shampoo', 'VBZ'), ('it', 'PRP'), ('leav', 'VBZ'), ('condit', 'JJ'), ('hair', 'NN'), ('least', 'JJS'), ('minut', 'JJ'), ('wash', 'JJ'), ('cool', 'NN'), ('water', 'NN'), ('shampooingy', 'NN'), ('see', 'VBP'), ('great', 'JJ'), ('result', 'NN'), ('product', 'NN'), ('also', 'RB'), ('smell', 'VBP'), ('fantast', 'RB'), ('make', 'VBP'), ('hair', 'NN'), ('smell', 'NN'), ('fantast', 'NN')]"
327,the product is great but it leaked during shipping so it was a mess in the bag that also contained the shampoo that did not leak,"[('product', 'NN'), ('great', 'JJ'), ('leak', 'JJ'), ('ship', 'NN'), ('mess', 'NN'), ('bag', 'NN'), ('also', 'RB'), ('contain', 'VBP'), ('shampoo', 'JJ'), ('leak', 'NN')]"
328,"i have been religiously using this product for a couple of months to really be able to give it a fair and honest review and i can happily say that it has definitely made a huge difference in the texture, strength, and overall appearance of my hair. i had dry and damaged locks due to neglect and this has made my hair manageable and less frizzy every time i use it. in combination with the whole line i have seen drastic changes and will continue using this product in the future.","[('religi', 'NN'), ('use', 'NN'), ('product', 'NN'), ('coupl', 'JJ'), ('month', 'NN'), ('realli', 'VBD'), ('abl', 'RB'), ('give', 'JJ'), ('fair', 'JJ'), ('honest', 'JJS'), ('review', 'NN'), ('happili', 'NNS'), ('say', 'VBP'), ('definit', 'NN'), ('made', 'VBD'), ('huge', 'JJ'), ('differ', 'NN'), ('texture', 'NN'), ('strength', 'NN'), ('overal', 'JJ'), ('appear', 'VBP'), ('hair', 'JJ'), ('dri', 'JJ'), ('damag', 'NN'), ('lock', 'NN'), ('due', 'JJ'), ('neglect', 'NN'), ('made', 'VBD'), ('hair', 'NN'), ('manag', 'NNS'), ('le', 'VBP'), ('frizzi', 'JJ'), ('everi', 'NN'), ('time', 'NN'), ('use', 'IN'), ('it', 'PRP'), ('combin', 'VBZ'), ('whole', 'JJ'), ('line', 'NN'), ('seen', 'VBN'), ('drastic', 'JJ'), ('chang', 'NN'), ('continu', 'NN'), ('use', 'NN'), ('product', 'NN'), ('future', 'NN')]"
329,"i absolutely loved the way the conditioner made my hair feel. it was so soft, and silky and had some life to it for the first time in a long time. and it smelled amazing too! i got lots of compliments about it and everyone was asking so of course i shared my secret! this review was collected as part of a promotion.","[('absolut', 'NNS'), ('love', 'VBP'), ('way', 'NN'), ('condition', 'NN'), ('made', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('soft', 'JJ'), ('silki', 'NNS'), ('life', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('long', 'JJ'), ('time', 'NN'), ('smell', 'NN'), ('amaz', 'RB'), ('too', 'RB'), ('got', 'JJ'), ('lot', 'NN'), ('compliment', 'NN'), ('everyon', 'NN'), ('ask', 'NN'), ('cours', 'NNS'), ('share', 'NN'), ('secret', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
330,"i am 46 years old and i have always had dry, coarse, frizzy hair until today (: i used the tresemme keratin smooth conditioner along with another brand of shampoo that i wasn't very impressed with but i was trying to use it up before i began using the tresseme keratin smooth shampoo. i washed my hair and applied the tresseme keratin smooth conditioner. i could tell as soon as i had this conditioner in my hands that it was different from anything else i have ever tried in the past which includes other brands of keratin shampoos, conditioners treatments. i've tried wen, biolage - everything and nothing has come close to this product. i don't what's in this stuff but i love it! it's extremely rich, emollient and it felt very silky. i have lupus and i wasn't feeling well so i skipped the leave in products that i normally have to cover my hair with to control the frizz and get a little softness. i fell asleep with my hair still damp. when i awoke i could not believe it was my hair on my head! i was stunned at how soft, silky and healthy looking this conditioner left my hair. i kept saying to my self ''this can't be my hair!. i never have soft hair, never! i am so excited that i've decided to toss the rest of my old shampoo out so that i can begin using the tresseme keratin smooth shampoo along with the conditioner. i will purchase this stuff as long as i can get my hands on it!!","[('year', 'NN'), ('old', 'JJ'), ('alway', 'NN'), ('dry', 'JJ'), ('coarse', 'NN'), ('frizzi', 'NN'), ('hair', 'NN'), ('today', 'NN'), ('use', 'VBP'), ('tresemm', 'NN'), ('keratin', 'NN'), ('smooth', 'JJ'), ('condition', 'NN'), ('along', 'IN'), ('anoth', 'DT'), ('brand', 'NN'), ('shampoo', 'NN'), ('impress', 'NN'), ('tri', 'NN'), ('use', 'NN'), ('began', 'VBD'), ('use', 'JJ'), ('tressem', 'NN'), ('keratin', 'NN'), ('smooth', 'JJ'), ('shampoo', 'JJ'), ('wash', 'NN'), ('hair', 'NN'), ('appli', 'IN'), ('tressem', 'NN'), ('keratin', 'NN'), ('smooth', 'JJ'), ('conditioner', 'NN'), ('could', 'MD'), ('tell', 'VB'), ('soon', 'RB'), ('condition', 'NN'), ('hand', 'NN'), ('differ', 'VBP'), ('anyth', 'NN'), ('el', 'NN'), ('ever', 'RB'), ('tri', 'VBD'), ('past', 'JJ'), ('includ', 'NN'), ('brand', 'NN'), ('keratin', 'NN'), ('shampoo', 'JJ'), ('condition', 'NN'), ('treatment', 'NN'), ('iv', 'NN'), ('tri', 'NN'), ('wen', 'NN'), ('biolag', 'NN'), ('everyth', 'IN'), ('noth', 'DT'), ('come', 'VBN'), ('close', 'RB'), ('product', 'NN'), ('what', 'WP'), ('stuff', 'VBZ'), ('love', 'VBP'), ('it', 'PRP'), ('extrem', 'VBZ'), ('rich', 'JJ'), ('emolli', 'NN'), ('felt', 'VBD'), ('silky', 'JJ'), ('lupu', 'NN'), ('feel', 'NN'), ('well', 'RB'), ('skip', 'JJ'), ('leav', 'JJ'), ('product', 'NN'), ('normal', 'JJ'), ('cover', 'JJ'), ('hair', 'NN'), ('control', 'NN'), ('frizz', 'NN'), ('get', 'VBP'), ('littl', 'JJ'), ('softness', 'NN'), ('fell', 'VBD'), ('asleep', 'RB'), ('hair', 'NN'), ('still', 'RB'), ('damp', 'VBZ'), ('awok', 'NN'), ('could', 'MD'), ('believ', 'VB'), ('hair', 'JJ'), ('head', 'NN'), ('stun', 'NN'), ('soft', 'JJ'), ('silki', 'NN'), ('healthi', 'NN'), ('look', 'NN'), ('condition', 'NN'), ('left', 'VBD'), ('hair', 'NN'), ('kept', 'NNS'), ('say', 'VBP'), ('self', 'PRP'), ('thi', 'JJ'), ('cant', 'JJ'), ('hair', 'NN'), ('never', 'RB'), ('soft', 'JJ'), ('hair', 'NN'), ('never', 'RB'), ('excit', 'VBZ'), ('iv', 'JJ'), ('decid', 'NN'), ('toss', 'NN'), ('rest', 'NN'), ('old', 'JJ'), ('shampoo', 'NN'), ('begin', 'NN'), ('use', 'NN'), ('tressem', 'NN'), ('keratin', 'NN'), ('smooth', 'JJ'), ('shampoo', 'NN'), ('along', 'IN'), ('conditioner', 'NN'), ('purchas', 'NNS'), ('stuff', 'VBN'), ('long', 'RB'), ('get', 'VB'), ('hand', 'NN'), ('it', 'PRP')]"
331,i love this collection of products. they work fantastically together and i love the way they make my hair feel! this review was collected as part of a promotion.,"[('love', 'NN'), ('collect', 'NN'), ('product', 'NN'), ('work', 'NN'), ('fantast', 'RB'), ('togeth', 'JJ'), ('love', 'VBP'), ('way', 'NN'), ('make', 'VBP'), ('hair', 'NN'), ('feel', 'VB'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
332,"1. this product was amazing in detangling! i have very thick and curly hair so detangling can be a hassle. now when i read it on the bottle that it helps with detangling, i wasn't really expecting it to work on my hair type. but it litteraly produced miracles. it has a good slip to it, i did notice that it's best when the hair is wet. when it's wet i didn't have to use much of the product to get it to detangle. 2. i decided to leave it in as a deep conditioner for about and hour, so it can feel condition my hair. when i rinsed it out my hair was litteraly the softest i've ever felt it, ( given i had just risned it out and it had no product in it at all). the conditioner made my hair feel clean and mosturied. and just healthy. idk it's like you know when something is just right for your hair and this was it for me. 3. i didn't have any problem with my scalp as mentioned in the other reviews. but i've never had that problem with any products. 4. on the bottle it mention friz control, i didn't see a huge difference in that buuut considering my hair type i didn't expect to. 5. the smell is heavenly lol i just like that it smell light and not like you have a load of hair products in ur hair. it just has a nice simple smell. i mean i like it.","[('product', 'NN'), ('amaz', 'NN'), ('detangling', 'VBG'), ('thick', 'JJ'), ('curli', 'NN'), ('hair', 'NN'), ('detangl', 'JJ'), ('hassle', 'NN'), ('read', 'VBD'), ('bottl', 'NN'), ('help', 'NN'), ('detangling', 'VBG'), ('realli', 'VB'), ('expect', 'JJ'), ('work', 'NN'), ('hair', 'NN'), ('type', 'JJ'), ('litterali', 'NN'), ('produc', 'NN'), ('miracle', 'NN'), ('good', 'JJ'), ('slip', 'NN'), ('it', 'PRP'), ('notic', 'JJ'), ('best', 'RBS'), ('hair', 'NN'), ('wet', 'NN'), ('wet', 'NN'), ('use', 'NN'), ('much', 'JJ'), ('product', 'NN'), ('get', 'VB'), ('detangle', 'JJ'), ('decid', 'NN'), ('leav', 'NN'), ('deep', 'JJ'), ('condition', 'NN'), ('hour', 'NN'), ('feel', 'NN'), ('condit', 'NN'), ('hair', 'NN'), ('rins', 'VBZ'), ('hair', 'JJ'), ('litterali', 'JJ'), ('softest', 'NN'), ('iv', 'NN'), ('ever', 'RB'), ('felt', 'VBD'), ('it', 'PRP'), ('given', 'VBN'), ('risn', 'JJ'), ('product', 'NN'), ('all', 'DT'), ('condition', 'NN'), ('made', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('clean', 'JJ'), ('mosturied', 'VBN'), ('healthy', 'JJ'), ('idk', 'NN'), ('like', 'IN'), ('know', 'VBP'), ('someth', 'RB'), ('right', 'JJ'), ('hair', 'NN'), ('me', 'PRP'), ('problem', 'NN'), ('scalp', 'NN'), ('mention', 'NN'), ('review', 'NN'), ('iv', 'VBP'), ('never', 'RB'), ('problem', 'NN'), ('product', 'NN'), ('bottl', 'NN'), ('mention', 'NN'), ('friz', 'NN'), ('control', 'NN'), ('see', 'VBP'), ('huge', 'JJ'), ('differ', 'NN'), ('buuut', 'NN'), ('consid', 'NN'), ('hair', 'NN'), ('type', 'NN'), ('expect', 'VBP'), ('to', 'TO'), ('smell', 'VB'), ('heavenli', 'JJ'), ('lol', 'NNS'), ('like', 'IN'), ('smell', 'VBP'), ('light', 'JJ'), ('like', 'IN'), ('load', 'JJ'), ('hair', 'NN'), ('product', 'NN'), ('ur', 'JJ'), ('hair', 'NN'), ('nice', 'JJ'), ('simpl', 'NN'), ('smell', 'VBP'), ('mean', 'VBP'), ('like', 'IN'), ('it', 'PRP')]"
333,"i have thick, coarse naturally curly hair that tends to frizz. this conditioner along with the tresemme keratin smooth keratin infusing shampoo, makes my hair very soft manageable.","[('thick', 'JJ'), ('coars', 'NNS'), ('natur', 'JJ'), ('curli', 'JJ'), ('hair', 'NN'), ('tend', 'VBP'), ('frizz', 'JJ'), ('condition', 'NN'), ('along', 'IN'), ('tresemm', 'JJ'), ('keratin', 'NN'), ('smooth', 'JJ'), ('keratin', 'NN'), ('infus', 'NN'), ('shampoo', 'NNS'), ('make', 'VBP'), ('hair', 'NN'), ('soft', 'JJ'), ('manageable', 'NN')]"
334,it was awesome. really loved the way may hair felt after using the product!,"[('awesome', 'JJ'), ('realli', 'NNS'), ('love', 'VBP'), ('way', 'NN'), ('may', 'MD'), ('hair', 'VB'), ('felt', 'JJR'), ('use', 'NN'), ('product', 'NN')]"
335,"i recently bought this product specifically because it's main ingredient is keratin, a protein great for reducing frizz, smoothing hair, and strengthening hair. i have natural, 4b hair type meaning my hair is extremely frizzy, tightly coiled, and somewhat coarse. after washing my hair with tresemme split end remedy shampoo, i deep conditioned with this conditioner by applying it on my hair, then covered my hair with a shower cap for 20 minutes. upon rinsing, my hair was more manageable and less frizzy. afterwards, i styled my hair in bantu knots. a day later, i unraveled my hair, and discovered tresemme keratin smooth keratin infusing conditioner, 25 ounce actually stretched my hair similar to a hair straightener or a brazilian keratin treatment. i will definitely purchase this conditioner again. quite frankly, it does more to manage my hair than high-end lines.","[('recent', 'JJ'), ('bought', 'VBD'), ('product', 'NN'), ('specif', 'NN'), ('main', 'JJ'), ('ingredi', 'NN'), ('keratin', 'NN'), ('protein', 'NN'), ('great', 'JJ'), ('reduc', 'JJ'), ('frizz', 'NN'), ('smooth', 'JJ'), ('hair', 'NN'), ('strengthen', 'VBD'), ('hair', 'JJ'), ('natural', 'JJ'), ('4b', 'CD'), ('hair', 'NN'), ('type', 'JJ'), ('mean', 'NN'), ('hair', 'NN'), ('extrem', 'VBP'), ('frizzy', 'JJ'), ('tightli', 'NN'), ('coiled', 'VBD'), ('somewhat', 'RB'), ('coarse', 'JJ'), ('wash', 'NN'), ('hair', 'NN'), ('tresemm', 'NN'), ('split', 'VBD'), ('end', 'JJ'), ('remedi', 'NN'), ('shampoo', 'NN'), ('deep', 'JJ'), ('condit', 'NN'), ('condition', 'NN'), ('appli', 'IN'), ('hair', 'NN'), ('cover', 'NN'), ('hair', 'NN'), ('shower', 'JJR'), ('cap', 'NN'), ('minute', 'NN'), ('upon', 'IN'), ('rinsing', 'VBG'), ('hair', 'NN'), ('manag', 'FW'), ('le', 'NN'), ('frizzy', 'NN'), ('afterwards', 'NNS'), ('style', 'NN'), ('hair', 'NN'), ('bantu', 'VBD'), ('knot', 'JJ'), ('day', 'NN'), ('later', 'RB'), ('unravel', 'JJ'), ('hair', 'NN'), ('discov', 'NN'), ('tresemm', 'NN'), ('keratin', 'VB'), ('smooth', 'JJ'), ('keratin', 'NNS'), ('infus', 'JJ'), ('conditioner', 'NN'), ('ounc', 'MD'), ('actual', 'JJ'), ('stretch', 'VB'), ('hair', 'NN'), ('similar', 'JJ'), ('hair', 'NN'), ('straighten', 'JJ'), ('brazilian', 'JJ'), ('keratin', 'NN'), ('treatment', 'NN'), ('definit', 'NN'), ('purchas', 'JJ'), ('condition', 'NN'), ('again', 'RB'), ('quit', 'JJ'), ('frankly', 'RB'), ('manag', 'VBP'), ('hair', 'JJ'), ('highend', 'VBP'), ('line', 'NN')]"
336,this conditioner works perfectly to smooth and moisturize my hair.,"[('condition', 'NN'), ('work', 'NN'), ('perfectli', 'NN'), ('smooth', 'JJ'), ('moistur', 'NNS'), ('hair', 'NN')]"
337,my hairstylist recommended this as a shampoo i could use to preserve my hair color and not pay a fortune. love the silk feeling and smell it leaves. just like i left the salon!,"[('hairstylist', 'JJ'), ('recommend', 'NN'), ('shampoo', 'NN'), ('could', 'MD'), ('use', 'VB'), ('preserv', 'JJ'), ('hair', 'NN'), ('color', 'NN'), ('pay', 'NN'), ('fortune', 'NN'), ('love', 'VBP'), ('silk', 'NN'), ('feel', 'NN'), ('smell', 'RB'), ('leaf', 'VBZ'), ('like', 'IN'), ('left', 'NN'), ('salon', 'NN')]"
338,i love this conditioner. it leaves my hair so silky and smooth! it is my favorite. i don't know what i would do if they stopped making it!,"[('love', 'NN'), ('conditioner', 'NN'), ('leav', 'JJ'), ('hair', 'NN'), ('silki', 'VBD'), ('smooth', 'JJ'), ('favorite', 'NN'), ('know', 'NNS'), ('would', 'MD'), ('stop', 'VB'), ('make', 'VB'), ('it', 'PRP')]"
